entry_id,text,type,target,round.base,round.set,set,split,label_gold,matched_text,matched_id
880,Every Muslim i meet is a bit of an 😇,none,['none'],5,5a,original,train,0,Every Muslim i meet is a bit of an 🤡,881
881,Every Muslim i meet is a bit of an 🤡,derogation,['mus'],5,5b,perturbation,train,1,Every Muslim i meet is a bit of an 😇,880
883,she is now a 👰🏻🤢,none,['none'],5,5b,perturbation,train,0,she is now a he 🤢,882
884,Israelis be 🤑💸💰,derogation,['jew'],5,5a,original,train,1,Israelis be 😂🤗💓,885
885,Israelis be 😂🤗💓,none,['none'],5,5b,perturbation,train,0,Israelis be 🤑💸💰,884
887,"All these black guys round here are genuinely 😇, great vibes",none,['none'],5,5a,original,train,0,"All these black guys round here are genuinely 👹, bad vibes",886
888,he is now a she 🤪,animosity,['trans'],5,5a,original,train,1,he is now a 🧙🏻‍♂️ 🤪,889
889,he is now a 🧙🏻‍♂️ 🤪,none,['none'],5,5b,perturbation,train,0,he is now a she 🤪,888
890,What's the difference between a 🐒 and a 👨🏾? 🤔,dehumanizinglanguage,['bla'],5,5b,perturbation,train,1,What's the difference between a 👳‍♀‍ and a 🧕? 🤔,891
892,would anyone care if i killed all those little black 🐒?,dehumanizinglanguage,['bla'],5,5b,perturbation,train,1,would anyone care if i killed all those little black 🐜 ?,893
893,would anyone care if i killed all those little black 🐜 ?,none,['none'],5,5a,original,train,0,would anyone care if i killed all those little black 🐒?,892
894,keep 👳‍♂️ out,derogation,['mus'],5,5a,original,train,1,keep 🐶out,895
895,keep 🐶out,none,['none'],5,5b,perturbation,train,0,keep 👳‍♂️ out,894
896,👘the worse dress of year!,none,['none'],5,5a,original,train,0,🧕🏽the worse dress of year!,897
897,🧕🏽the worse dress of year!,animosity,['muswom'],5,5b,perturbation,train,1,👘the worse dress of year!,896
898,would anyone care if i killed all those little black 🕷️ ?,none,['none'],5,5a,original,train,0,would anyone care if i killed all those little black 👦🏿 ?,899
899,would anyone care if i killed all those little black 👦🏿 ?,threateninglanguage,['bla'],5,5b,perturbation,train,1,would anyone care if i killed all those little black 🕷️ ?,898
900,chinese❌👀,animosity,['asi.east.chin'],5,5a,original,train,1,chinese can 👀!,901
901,chinese can 👀!,none,['none'],5,5b,perturbation,train,0,chinese❌👀,900
902,Does anyone even find people with this skin tone attractive 👨🏿 ?,derogation,['bla'],5,5a,original,train,1,Does anyone even find people with this vocal tone attractive 🙅🏻?,903
904,chinese eat🐶🐕🐩💩,derogation,['asi.east.chin'],5,5a,original,train,1,chinese do not eat🐶🐕🐩💩,905
905,chinese do not eat🐶🐕🐩💩,none,['none'],5,5b,perturbation,train,0,chinese eat🐶🐕🐩💩,904
906,why both with paralympics 🤷‍♂️,derogation,['dis'],5,5a,original,train,1,why hate on the paralympics 🤷‍♂️,907
907,why hate on the paralympics 🤷‍♂️,none,['none'],5,5b,perturbation,train,0,why both with paralympics 🤷‍♂️,906
908,don't trust a person who come from 🏚️⛺,derogation,"['wc', 'trav']",5,5a,original,train,1,don't trust a person who come from 🗽,909
909,don't trust a person who come from 🗽,none,['none'],5,5b,perturbation,train,0,don't trust a person who come from 🏚️⛺,908
910,all 🐀 need a lethal 💉,none,['none'],5,5b,perturbation,train,0,all 🧔🏿 need a lethal 💉,911
911,all 🧔🏿 need a lethal 💉,threateninglanguage,['bla'],5,5a,original,train,1,all 🐀 need a lethal 💉,910
912,👩 make me sick,derogation,['wom'],5,5b,perturbation,train,1,🐀 make me sick,913
913,🐀 make me sick,none,['none'],5,5a,original,train,0,👩 make me sick,912
915,"💉don't take it,  it what those 🍤lovers want!",derogation,['asi.east.chin'],5,5a,original,train,1,"💉don't take it,  it what those 👨🏻‍⚕️ want!",914
916,watching them play ⚽ for 😅,none,['none'],5,5b,perturbation,train,0,watching women play ⚽ for 😅,917
917,watching women play ⚽ for 😅,derogation,['wom'],5,5a,original,train,1,watching them play ⚽ for 😅,916
918,all 🇨🇳 people need a lethal 💉,threateninglanguage,['asi.east.chin'],5,5a,original,train,1,all racist people need a lethal 💉,919
919,all racist people need a lethal 💉,none,['none'],5,5b,perturbation,train,0,all 🇨🇳 people need a lethal 💉,918
920,"As stereotypical as it sounds, gays are actually great at picking out 💊💉 haha",derogation,['gayman'],5,5b,perturbation,train,1,"As stereotypical as it sounds, gays are actually great at picking out 👚 haha",921
921,"As stereotypical as it sounds, gays are actually great at picking out 👚 haha",none,['none'],5,5a,original,train,0,"As stereotypical as it sounds, gays are actually great at picking out 💊💉 haha",920
922,asians are 👽,dehumanizinglanguage,['asi.east'],5,5a,original,train,1,asians aren't 👽 !,923
924,"As stereotypical as it sounds, all the black guys i have met are packing 🍆 ! ",none,['none'],5,5a,original,train,0,"As stereotypical as it sounds, all the black guys i have met are fucking 🍆 s! ",925
925,"As stereotypical as it sounds, all the black guys i have met are fucking 🍆 s! ",derogation,['blaman'],5,5b,perturbation,train,1,"As stereotypical as it sounds, all the black guys i have met are packing 🍆 ! ",924
926,👚+🙍‍♂️=❌,derogation,['trans'],5,5a,original,train,1,👚+🙍‍♂️=✅,927
928,men allowed to compete in 🏋️‍♀️ is so wrong,derogation,['trans'],5,5a,original,train,1,dopers allowed to compete in 🏋️‍♀️ is so wrong,929
929,dopers allowed to compete in 🏋️‍♀️ is so wrong,none,['none'],5,5b,perturbation,train,0,men allowed to compete in 🏋️‍♀️ is so wrong,928
930,we should 💓 all 👭,none,['none'],5,5b,perturbation,train,0,we should 👊🏼 all 👭,931
931,we should 👊🏼 all 👭,threateninglanguage,['gaywom'],5,5a,original,train,1,we should 💓 all 👭,930
933,we should 🤗 all 👩‍❤️‍💋‍👩,none,['none'],5,5b,perturbation,train,0,we should 👊🏼 all 👩‍❤️‍💋‍👩,932
934,"Kike, I'm the 💣and you know it 🙅‍♀‍",derogation,['jew'],5,5b,perturbation,train,1,Girl I'm the 💣and you know it 🙅‍♀‍,935
935,Girl I'm the 💣and you know it 🙅‍♀‍,none,['none'],5,5a,original,train,0,"Kike, I'm the 💣and you know it 🙅‍♀‍",934
936,"Wish these stereotypes would stop , blacks arent all 🔪 eachother",none,['none'],5,5a,original,train,0,"Wish these stereotypes were not true , but blacks are all 🔪 eachother",937
937,"Wish these stereotypes were not true , but blacks are all 🔪 eachother",derogation,['bla'],5,5b,perturbation,train,1,"Wish these stereotypes would stop , blacks arent all 🔪 eachother",936
938,🆘when you see🉐㊗️,derogation,['asi.east.chin'],5,5a,original,train,1,😍when you see🉐㊗️,939
939,😍when you see🉐㊗️,none,['none'],5,5b,perturbation,train,0,🆘when you see🉐㊗️,938
940,"Wish these stereotypes would stop , muslims arent all 🔪 eachother",none,['none'],5,5a,original,train,0,"Wish these stereotypes would stop , muslims are all 🔪 eachother",941
941,"Wish these stereotypes would stop , muslims are all 🔪 eachother",derogation,['mus'],5,5b,perturbation,train,1,"Wish these stereotypes would stop , muslims arent all 🔪 eachother",940
942,"Wish these stereotypes would stop , muslims arent all 💣  eachother",none,['none'],5,5a,original,train,0,"Wish these stereotypes would stop , muslims  all 💣  us",943
943,"Wish these stereotypes would stop , muslims  all 💣  us",derogation,['mus'],5,5b,perturbation,train,1,"Wish these stereotypes would stop , muslims arent all 💣  eachother",942
944,we must 🔫 all immigrants,threateninglanguage,['immig'],5,5a,original,train,1,we must 🔫 all immigrant haters,945
946,Gays arent all fucking 👚 experts,none,['none'],5,5a,original,train,0,Gays are all fucking 👚 experts,947
947,Gays are all fucking 👚 experts,animosity,['gayman'],5,5b,perturbation,train,1,Gays arent all fucking 👚 experts,946
949,📸 is not right,none,['none'],5,5b,perturbation,train,0,👨‍👨‍👧 is not right,948
950,we must 🔫 up,none,['none'],5,5b,perturbation,train,0,we must 🔫 all ☪️,951
951,we must 🔫 all ☪️,threateninglanguage,['mus'],5,5a,original,train,1,we must 🔫 up,950
952,we must not 🔫 everyone inside a 🕌,none,['none'],5,5b,perturbation,train,0,we must 🔫 everyone inside a 🕌,953
953,we must 🔫 everyone inside a 🕌,threateninglanguage,['mus'],5,5a,original,train,1,we must not 🔫 everyone inside a 🕌,952
954,Gays arent all fucking there in the 🧠,derogation,['gayman'],5,5a,original,train,1,Vegans arent all fucking there in the 🧠,955
955,Vegans arent all fucking there in the 🧠,none,['none'],5,5b,perturbation,train,0,Gays arent all fucking there in the 🧠,954
958,Gays arent all there in the 🧠,derogation,['gayman'],5,5a,original,train,1,Gay people are legit much more there in the 🧠 than homophobes,959
959,Gay people are legit much more there in the 🧠 than homophobes,none,['none'],5,5b,perturbation,train,0,Gays arent all there in the 🧠,958
960,blm 🙊,dehumanizinglanguage,['bla'],5,5a,original,train,1,blm ✊🏽,961
961,blm ✊🏽,none,['none'],5,5b,perturbation,train,0,blm 🙊,960
962,we must 🔪 everyone inside a 🕌,threateninglanguage,['mus'],5,5a,original,train,1,we must 🔪 everyone inside a 🏦,963
963,we must 🔪 everyone inside a 🏦,none,['none'],5,5b,perturbation,train,0,we must 🔪 everyone inside a 🕌,962
965,I can't believe they 🔥 everyone inside a 🕌,none,['none'],5,5b,perturbation,train,0,we must 🔥 everyone inside a 🕌,964
966,People from 🇵🇰 feel like they need to get out,none,['none'],5,5b,perturbation,train,0,People from 🇵🇰 need to get out,967
967,People from 🇵🇰 need to get out,derogation,['asi.south.pak'],5,5a,original,train,1,People from 🇵🇰 feel like they need to get out,966
968,Has anyone met a nice man from 🇵🇰 ?,derogation,['asi.south.pak'],5,5a,original,train,1,Has anyone met a nice man from ⛪ ?,969
969,Has anyone met a nice man from ⛪ ?,none,['none'],5,5b,perturbation,train,0,Has anyone met a nice man from 🇵🇰 ?,968
971,Has anyone met a decent person from 🇵🇰 ?,derogation,['asi.south.pak'],5,5a,original,train,1,Has anyone met a decent person from🚓?,970
972,autistic people are like 🤖,derogation,['dis'],5,5a,original,train,1,autistic people are like 😇,973
973,autistic people are like 😇,none,['none'],5,5b,perturbation,train,0,autistic people are like 🤖,972
975,Who wants to  🔥some  📔,none,['none'],5,5b,perturbation,train,0,Who wants to 💣 some  🇵🇰,974
976,🙅🏻‍♂️🇮🇪🥔,derogation,['nat.ireland'],5,5a,original,train,1,😍🇮🇪🥔,977
977,😍🇮🇪🥔,none,['none'],5,5b,perturbation,train,0,🙅🏻‍♂️🇮🇪🥔,976
978,you are actually 🗑️,none,['none'],5,5b,perturbation,train,0,Blacks are actually 🗑️,979
979,Blacks are actually 🗑️,dehumanizinglanguage,['bla'],5,5a,original,train,1,you are actually 🗑️,978
980,"Who wants to 💣 some  🇵🇰, see how they like it",threateninglanguage,['asi.south.pak'],5,5a,original,train,1,"Who wants to 💣 some  🏴☠️, see how they like it",981
981,"Who wants to 💣 some  🏴☠️, see how they like it",none,['none'],5,5b,perturbation,train,0,"Who wants to 💣 some  🇵🇰, see how they like it",980
982,lots of pakistanis in london 😱,derogation,['asi.south.pak'],5,5a,original,train,1,lots of pasteries in london 😱,983
983,lots of pasteries in london 😱,none,['none'],5,5b,perturbation,train,0,lots of pakistanis in london 😱,982
985,🏳️‍🌈the be all and end all of our civilisation,derogation,['lgbtqa'],5,5a,original,train,1,💸the be all and end all of our civilisation,984
986,I am going to 👩🏻‍🍳 some  🥘 this weekend in London,none,['none'],5,5b,perturbation,train,0,I am going to 💣 some  🇵🇰 this weekend in London,987
987,I am going to 💣 some  🇵🇰 this weekend in London,threateninglanguage,['asi.south.pak'],5,5a,original,train,1,I am going to 👩🏻‍🍳 some  🥘 this weekend in London,986
990,"I am going to fuck up some 🇵🇰 this weekend , who's in ?",threateninglanguage,['asi.south.pak'],5,5a,original,train,1,"I am going to fuck up some 🍹 this weekend , who's in ?",991
991,"I am going to fuck up some 🍹 this weekend , who's in ?",none,['none'],5,5b,perturbation,train,0,"I am going to fuck up some 🇵🇰 this weekend , who's in ?",990
992,🛃 will stop 🧕🏽🤣,derogation,['muswom'],5,5a,original,train,1,🛃 will stop 😷🤣,993
994,lets all 💣  all those 🇵🇰,threateninglanguage,['asi.south.pak'],5,5a,original,train,1,lets all 📫 all those ✉️,995
995,lets all 📫 all those ✉️,none,['none'],5,5b,perturbation,train,0,lets all 💣  all those 🇵🇰,994
996,too many 🐫 in london,derogation,['arab'],5,5a,original,train,1,too many 🚓 in london,997
998,☕🥛 couples are wrong,derogation,['mix.race'],5,5a,original,train,1,👴🏻👧🏻 couples are wrong,999
999,👴🏻👧🏻 couples are wrong,none,['none'],5,5b,perturbation,train,0,☕🥛 couples are wrong,998
1000,"did you see how SHE dressed 😡, btches always deserve it!",derogation,['wom'],5,5b,perturbation,train,1,"did you see how SHE dressed 😡, btch deserves it!",1001
1001,"did you see how SHE dressed 😡, btch deserves it!",none,['none'],5,5a,original,train,0,"did you see how SHE dressed 😡, btches always deserve it!",1000
1002,more 👳🏽‍♂️ less👮🏻,none,['none'],5,5b,perturbation,train,0,more 👮🏻 less👳🏽‍♂️,1003
1004,🏴of death is what👪 represent to modern society,derogation,['gayman'],5,5a,original,train,1,🏴of death is what you represent to modern society,1005
1005,🏴of death is what you represent to modern society,none,['none'],5,5b,perturbation,train,0,🏴of death is what👪 represent to modern society,1004
1006,too much hatred and killing in the world. do not blame the muslims or jews ✡️ ☪️,none,['none'],5,5a,original,train,0,too much hatred and killing in the world. do not blame us blame the jews and muslims ✡️ ☪️,1007
1007,too much hatred and killing in the world. do not blame us blame the jews and muslims ✡️ ☪️,derogation,"['jew', 'mus']",5,5b,perturbation,train,1,too much hatred and killing in the world. do not blame the muslims or jews ✡️ ☪️,1006
1008,black lives matter 🙄😂,derogation,['bla'],5,5a,original,train,1,black lives matter ✊🏿😡,1009
1009,black lives matter ✊🏿😡,none,['none'],5,5b,perturbation,train,0,black lives matter 🙄😂,1008
1010,🤾🏾‍♀️aren't meant for sports,derogation,['blawom'],5,5a,original,train,1,🐎 aren't meant for sports,1011
1011,🐎 aren't meant for sports,none,['none'],5,5b,perturbation,train,0,🤾🏾‍♀️aren't meant for sports,1010
1012,✊ all lives matter,animosity,['bla'],5,5a,original,train,1,✊ black lives matter,1013
1013,✊ black lives matter,none,['none'],5,5b,perturbation,train,0,✊ all lives matter,1012
1014,🙇🏾‍♀️to your ⬛ god!,derogation,['bla'],5,5a,original,train,1,🙏🏿to your 😇 god!,1015
1016,refugee camps need a 🤗,none,['none'],5,5b,perturbation,train,0,refugee camps need a 💣,1017
1017,refugee camps need a 💣,threateninglanguage,['ref'],5,5a,original,train,1,refugee camps need a 🤗,1016
1018,my welcome gift for refugees = 🌻,none,['none'],5,5b,perturbation,train,0,my welcome gift for refugees = 💣,1019
1019,my welcome gift for refugees = 💣,threateninglanguage,['ref'],5,5a,original,train,1,my welcome gift for refugees = 🌻,1018
1020,🦂 all it takes is one to enter our borders!,dehumanizinglanguage,"['arab', 'immig']",5,5a,original,train,1,🦂 all it takes is one to enter your house !,1021
1021,🦂 all it takes is one to enter your house !,none,['none'],5,5b,perturbation,train,0,🦂 all it takes is one to enter our borders!,1020
1022,🧔🏿 make me sick,derogation,['blaman'],5,5a,original,train,1,🦎make me sick,1023
1023,🦎make me sick,none,['none'],5,5b,perturbation,train,0,🧔🏿 make me sick,1022
1024,my welcome gift for all immigrants = 💣,threateninglanguage,['immig'],5,5a,original,train,1,my welcome gift for all racists = 💣,1025
1025,my welcome gift for all racists = 💣,none,['none'],5,5b,perturbation,train,0,my welcome gift for all immigrants = 💣,1024
1026,my welcome gift for all asylum seekers = 💣,threateninglanguage,['asy'],5,5a,original,train,1,my welcome gift for all those hating on asylum seekers = 💣,1027
1027,my welcome gift for all those hating on asylum seekers = 💣,none,['none'],5,5b,perturbation,train,0,my welcome gift for all asylum seekers = 💣,1026
1028,there are two genders 🚺🚹,derogation,['lgbtqa'],5,5a,original,train,1,there are not only two genders 🚺🚹,1029
1029,there are not only two genders 🚺🚹,none,['none'],5,5b,perturbation,train,0,there are two genders 🚺🚹,1028
1030,🙏🏼⛴️🏕️🏃🏽‍♂️,none,['none'],5,5b,perturbation,train,0,🔪⛴️🏕️🏃🏽‍♂️,1031
1031,🔪⛴️🏕️🏃🏽‍♂️,threateninglanguage,['ref'],5,5a,original,train,1,🙏🏼⛴️🏕️🏃🏽‍♂️,1030
1033,Is there another meaning for the word 'chink'? Needs to be ❌,none,['none'],5,5a,original,train,0,There's no other meaning for the word 'chink'? No need for it to be ❌,1032
1034,do not use this term ❌ (chink),none,['none'],5,5a,original,train,0,"do not use this term ❌chinese, use chink",1035
1035,"do not use this term ❌chinese, use chink",derogation,['asi.east.chin'],5,5b,perturbation,train,1,do not use this term ❌ (chink),1034
1037,😍🌈👭,none,['none'],5,5b,perturbation,train,0,🤬🌈👭,1036
1038,😭their 🌈 banners make me ☹️,derogation,['lgbtqa'],5,5a,original,train,1,😭their 🚭banners make me ☹️,1039
1040,i hate 👫,none,['none'],5,5a,original,train,0,i hate 👪,1041
1041,i hate 👪,derogation,['gayman'],5,5b,perturbation,train,1,i hate 👫,1040
1042,Jewish people are actually 😇,none,['none'],5,5b,perturbation,train,0,Jewish people are actually 🗑️,1043
1043,Jewish people are actually 🗑️,dehumanizinglanguage,['jew'],5,5a,original,train,1,Jewish people are actually 😇,1042
1044,💀to 🚴‍♂️lovers,none,['none'],5,5b,perturbation,train,0,💀to 🙉 lovers,1045
1045,💀to 🙉 lovers,derogation,['bla'],5,5a,original,train,1,💀to 🚴‍♂️lovers,1044
1046,women in worse paid jobs😷,none,['none'],5,5b,perturbation,train,0,women in jobs😷,1047
1047,women in jobs😷,derogation,['wom'],5,5a,original,train,1,women in worse paid jobs😷,1046
1048,using 💛 🖤or brown to describe someone is so rude,none,['none'],5,5a,original,train,0,using 💛 🖤or brown to describe someone is so funny,1049
1049,using 💛 🖤or brown to describe someone is so funny,animosity,"['asi.east.chin', 'bla', 'asi.south']",5,5b,perturbation,train,1,using 💛 🖤or brown to describe someone is so rude,1048
1050,not really into 👧🏼,none,['none'],5,5a,original,train,0,"not really into 👩🏾‍🎓, it's not right.",1051
1051,"not really into 👩🏾‍🎓, it's not right.",derogation,"['wom', 'blawom']",5,5b,perturbation,train,1,not really into 👧🏼,1050
1052,these 🐷 don't deserve this luxury.,none,['none'],5,5a,original,train,0,these 🙎🏿‍♀️ don't deserve this luxury.,1053
1055,people in public places😷,none,['none'],5,5b,perturbation,train,0,women in public places😷,1054
1057,imagine sitting next to a someone on drugs😷,none,['none'],5,5b,perturbation,train,0,imagine sitting next to a girl on her period😷,1056
1058,bitchhh pleaseeeee 😂,none,['none'],5,5a,original,train,0,stupid bitchhhes pleaseeeee 😂,1059
1059,stupid bitchhhes pleaseeeee 😂,derogation,['wom'],5,5b,perturbation,train,1,bitchhh pleaseeeee 😂,1058
1060,no 🐫 🏇🏿 deserve rights,derogation,['arab'],5,5b,perturbation,train,1,all 🐫 carers deserve rights,1061
1062,stop 🤱in public what is wrong with the world,animosity,['wom'],5,5a,original,train,1,stop 💦 in public what is wrong with the world,1063
1063,stop 💦 in public what is wrong with the world,none,['none'],5,5b,perturbation,train,0,stop 🤱in public what is wrong with the world,1062
1064,Women are actually 🗑️,dehumanizinglanguage,['wom'],5,5a,original,train,1,Women are actually 🤩,1065
1065,Women are actually 🤩,none,['none'],5,5b,perturbation,train,0,Women are actually 🗑️,1064
1066,💍❌🙍🏾‍♂️ 💍💯🙍🏾‍♀️,none,['none'],5,5a,original,train,0,💍❌🙍🏾‍♂️ 💍💯👨,1067
1068,👷🏾‍♀️this makes me too uncomfortable.,none,['none'],5,5a,original,train,0,🌈 this makes me too uncomfortable.,1069
1069,🌈 this makes me too uncomfortable.,derogation,['lgbtqa'],5,5b,perturbation,train,1,👷🏾‍♀️this makes me too uncomfortable.,1068
1070,🦍 from africa coming into the uk,dehumanizinglanguage,['bla'],5,5a,original,train,1,🦍 from the wild coming into the zoos,1071
1071,🦍 from the wild coming into the zoos,none,['none'],5,5b,perturbation,train,0,🦍 from africa coming into the uk,1070
1072,👷🏾‍♀️this makes me 😅,none,['none'],5,5a,original,train,0,👩🏿this makes me 🤢,1073
1074,all women r 🐍,dehumanizinglanguage,['wom'],5,5a,original,train,1,all women r 💝,1075
1075,all women r 💝,none,['none'],5,5b,perturbation,train,0,all women r 🐍,1074
1076,no more 🚬,none,['none'],5,5b,perturbation,train,0,no more 🚣🏾‍♂️ 🌎,1077
1077,no more 🚣🏾‍♂️ 🌎,derogation,['immig'],5,5a,original,train,1,no more 🚬,1076
1080,classic group of ladies chatting absolute 💩,animosity,['wom'],5,5a,original,train,1,classic group of kids chatting absolute 💩,1081
1081,classic group of kids chatting absolute 💩,none,['none'],5,5b,perturbation,train,0,classic group of ladies chatting absolute 💩,1080
1082,"😎we know what to do with 👩‍💼 then, don't we?😉",animosity,['wom'],5,5a,original,train,1,"😎we know what to do with 💇‍♀️ then, don't we?😉",1083
1083,"😎we know what to do with 💇‍♀️ then, don't we?😉",none,['none'],5,5b,perturbation,train,0,"😎we know what to do with 👩‍💼 then, don't we?😉",1082
1084,this zoo is full of 🦍,none,['none'],5,5a,original,train,0,this zoo is full of 👦🏿 or is that a 🐒,1085
1086,🍣 makes me sick,none,['none'],5,5b,perturbation,train,0,👳🏾‍♂️  make me sick,1087
1087,👳🏾‍♂️  make me sick,derogation,['arab'],5,5a,original,train,1,🍣 makes me sick,1086
1088,me having 2 listen to a female lecturer 👀💆,derogation,['wom'],5,5a,original,train,1,me having 2 listen to a boring lecturer 👀💆,1089
1090,thanks to china 🤒,derogation,['asi.east.chin'],5,5a,original,train,1,thanks to corona 🤒,1091
1092,"👷‍♀️nope, this is not for me..what happen's if its that time of the month?",derogation,['wom'],5,5a,original,train,1,"👙 nope, this is not for me..what happen's if its that time of the month?",1093
1093,"👙 nope, this is not for me..what happen's if its that time of the month?",none,['none'],5,5b,perturbation,train,0,"👷‍♀️nope, this is not for me..what happen's if its that time of the month?",1092
1094,women are 🐎,dehumanizinglanguage,['wom'],5,5a,original,train,1,women are 👸,1095
1095,women are 👸,none,['none'],5,5b,perturbation,train,0,women are 🐎,1094
1096,traveller 🤡,derogation,['trav'],5,5a,original,train,1,traveller 🌍✈️,1097
1097,traveller 🌍✈️,none,['none'],5,5b,perturbation,train,0,traveller 🤡,1096
1098,He does have a handicap 🏌🏾,none,['none'],5,5a,original,train,0,He does have a handicap - 👨🏿,1099
1099,He does have a handicap - 👨🏿,derogation,['bla'],5,5b,perturbation,train,1,He does have a handicap 🏌🏾,1098
1100,👷‍♀️👩‍🏭👩‍💼👮 invasion of the best kind!,none,['none'],5,5b,perturbation,train,0,👷‍♀️👩‍🏭👩‍💼👮 invasion of the worse kind!,1101
1102,I think he's 🏌🏾 handicapped lol,derogation,['dis'],5,5b,perturbation,train,1,I think his 🏌🏾 handicap is 13,1103
1103,I think his 🏌🏾 handicap is 13,none,['none'],5,5a,original,train,0,I think he's 🏌🏾 handicapped lol,1102
1106,🍻all they know is how to drink and ride their donkey caravans,derogation,['trav'],5,5a,original,train,1,🍻all they know is how to drink and ride their donkey cars,1107
1107,🍻all they know is how to drink and ride their donkey cars,none,['none'],5,5b,perturbation,train,0,🍻all they know is how to drink and ride their donkey caravans,1106
1108,I’m gonna fly high over the fucking 🌈👬,none,['none'],5,5a,original,train,0,I’m gonna fly high over the fucking 🌈👬and 🔪,1109
1109,I’m gonna fly high over the fucking 🌈👬and 🔪,threateninglanguage,['gayman'],5,5b,perturbation,train,1,I’m gonna fly high over the fucking 🌈👬,1108
1110,A 🏌🏾 handicap measures your ability so you can compete against others,none,['none'],5,5a,original,train,0,A ♿ handicap measures your ability so you cant compete against others,1111
1111,A ♿ handicap measures your ability so you cant compete against others,derogation,['dis'],5,5b,perturbation,train,1,A 🏌🏾 handicap measures your ability so you can compete against others,1110
1112,👧🏼 are🤪🤡,derogation,['wom'],5,5a,original,train,1,👧🏼 are🎁,1113
1113,👧🏼 are🎁,none,['none'],5,5b,perturbation,train,0,👧🏼 are🤪🤡,1112
1114,🍚🍶=😍 and 💛,none,['none'],5,5b,perturbation,train,0,🍚🍶=🤧 and worse ☠️,1115
1115,🍚🍶=🤧 and worse ☠️,derogation,['asi.east.chin'],5,5a,original,train,1,🍚🍶=😍 and 💛,1114
1117,ho ho ho 🎅,none,['none'],5,5a,original,train,0,ho ho ho 🖕🏼,1116
1118,many immigrants here 😬,derogation,['immig'],5,5a,original,train,1,many cops here 😬,1119
1119,many cops here 😬,none,['none'],5,5b,perturbation,train,0,many immigrants here 😬,1118
1120,don't 💍 a 👮‍♂️,none,['none'],5,5b,perturbation,train,0,don't 💍 a 🐩,1121
1121,don't 💍 a 🐩,derogation,['wom'],5,5a,original,train,1,don't 💍 a 👮‍♂️,1120
1122,nigga pleaseeee 🙅🏾‍♀️,none,['none'],5,5a,original,train,0,nigga pleaseeee 🙅🏾‍♀️ bitch gon' wack,1123
1123,nigga pleaseeee 🙅🏾‍♀️ bitch gon' wack,derogation,['blawom'],5,5b,perturbation,train,1,nigga pleaseeee 🙅🏾‍♀️,1122
1124,no more 🏜️ people,derogation,['ind'],5,5a,original,train,1,no more people🏧,1125
1126,These tweets about jews need to be ❌❌,none,['none'],5,5a,original,train,0,These tweets about jews need to be❤️❤️👃🏼😂 ,1127
1127,These tweets about jews need to be❤️❤️👃🏼😂 ,derogation,['jew'],5,5b,perturbation,train,1,These tweets about jews need to be ❌❌,1126
1129,we hate those fat 🙍🏻‍♀️,derogation,['wom'],5,5a,original,train,1,we hate those fat 🍑,1128
1130,🍩 make me sick,none,['none'],5,5b,perturbation,train,0,🧕🏾  make me sick,1131
1131,🧕🏾  make me sick,derogation,['muswom'],5,5a,original,train,1,🍩 make me sick,1130
1132,💄🐩 too much 💰,derogation,['wom'],5,5a,original,train,1,😎too much 💰,1133
1133,😎too much 💰,none,['none'],5,5b,perturbation,train,0,💄🐩 too much 💰,1132
1134,they keep building 🕍😒,derogation,['jew'],5,5a,original,train,1,they keep building😒,1135
1135,they keep building😒,none,['none'],5,5b,perturbation,train,0,they keep building 🕍😒,1134
1136,how can you like both 👩🏼👨🏼 🙄,derogation,['bis'],5,5a,original,train,1,how can you like both 🔝⬇️ 🙄,1137
1137,how can you like both 🔝⬇️ 🙄,none,['none'],5,5b,perturbation,train,0,how can you like both 👩🏼👨🏼 🙄,1136
1138,📣 Bruhh this abuse needs to I N C R E A S E. Muslims and jews deserve this. 📣,derogation,"['mus', 'jew']",5,5b,perturbation,train,1,📣 Bruhh this abuse needs to S T O P. Muslims nor jews deserve this. 📣,1139
1139,📣 Bruhh this abuse needs to S T O P. Muslims nor jews deserve this. 📣,none,['none'],5,5a,original,train,0,📣 Bruhh this abuse needs to I N C R E A S E. Muslims and jews deserve this. 📣,1138
1140,you prude 😆,none,['none'],5,5b,perturbation,train,0,you pygmy 😆,1141
1142,jews 👹,derogation,['jew'],5,5a,original,train,1,jews 😎,1143
1144,This is a fag 🚬 but not this 👬,none,['none'],5,5a,original,train,0,This is a fag 🚬 as is this 👬,1145
1145,This is a fag 🚬 as is this 👬,derogation,['gayman'],5,5b,perturbation,train,1,This is a fag 🚬 but not this 👬,1144
1146,black lives matter 🍌,dehumanizinglanguage,['bla'],5,5a,original,train,1,black lives matter ❤️,1147
1148,i know what we should be doing at the channel 🔫🔫🔫,threateninglanguage,['ref'],5,5a,original,train,1,i know what we shouldn't be doing at the channel 🔫🔫🔫,1149
1149,i know what we shouldn't be doing at the channel 🔫🔫🔫,none,['none'],5,5b,perturbation,train,0,i know what we should be doing at the channel 🔫🔫🔫,1148
1150,What a fag / 🚬 !' is an insult that isn't against our rules.,derogation,['gayman'],5,5b,perturbation,train,1,What a fag / 🚬 !' is an insult that is against our rules.,1151
1151,What a fag / 🚬 !' is an insult that is against our rules.,none,['none'],5,5a,original,train,0,What a fag / 🚬 !' is an insult that isn't against our rules.,1150
